longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.13,34.69,32.0,3670.0,765.0,1986.0,673.0,3.682,108800.0,INLAND
-117.08885858281617,32.71172753735565,22.0,2510.0,725.0,2205.0,733.0,2.0231056534893983,105770.0,NEAR OCEAN
-117.70984556340322,33.63749226961241,16.0,3157.0,507.0,1188.0,450.0,6.171724110698959,358612.0,<1H OCEAN
-122.13577066198908,37.72116055104783,18.0,1278.0,288.0,757.0,337.0,4.810044596990075,182374.0,NEAR BAY
-118.31,33.9,38.0,1400.0,399.0,1131.0,405.0,3.5417,198400.0,<1H OCEAN
-116.43,33.78,17.0,4293.0,712.0,1091.0,464.0,6.1437,232100.0,INLAND
-118.46585851298163,34.01907798883218,29.0,1977.0,662.0,1235.0,541.0,2.051623674098194,339115.0,<1H OCEAN
-117.9862132602811,33.64383699808924,16.0,3389.0,701.0,1670.0,631.0,4.148290166249581,246332.0,<1H OCEAN
-118.23,34.22,36.0,2288.0,439.0,1079.0,434.0,4.5486,361000.0,<1H OCEAN
-122.49,38.32,30.0,1631.0,284.0,788.0,284.0,3.3098,195500.0,<1H OCEAN
-118.18,34.14,38.0,3039.0,487.0,1131.0,465.0,7.7116,360900.0,<1H OCEAN
-117.28952219745958,33.85947793776586,16.0,3402.0,635.0,2343.0,694.0,2.3136696973024944,121369.0,INLAND
-122.26,37.54,5.0,1649.0,388.0,779.0,376.0,6.9635,417300.0,NEAR BAY
-118.52,34.18,42.0,1611.0,410.0,879.0,386.0,3.1923,221800.0,<1H OCEAN
-117.30339681876816,34.07647586279201,33.0,605.0,132.0,396.0,139.0,1.7846272792306492,75369.0,INLAND
-119.72,34.41,26.0,1648.0,378.0,954.0,405.0,3.2895,335000.0,NEAR OCEAN
-118.58146325660508,34.150201426231476,27.0,4619.0,723.0,1718.0,686.0,6.299056037699608,368044.0,<1H OCEAN
-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,6.4218,275000.0,<1H OCEAN
-120.13,34.63,11.0,2137.0,339.0,916.0,338.0,5.5221,394900.0,NEAR OCEAN
-120.91,37.57,26.0,3396.0,705.0,2446.0,694.0,2.0521,65400.0,INLAND
-122.32,37.96,25.0,1728.0,403.0,934.0,412.0,3.375,133700.0,NEAR BAY
-118.05,33.82,25.0,1548.0,279.0,732.0,265.0,5.123,159600.0,<1H OCEAN
-118.22948587635274,33.89393003649041,41.0,1301.0,270.0,859.0,277.0,2.0344334152281363,107377.0,<1H OCEAN
-117.9,33.91,36.0,1376.0,257.0,687.0,221.0,3.5403,195400.0,<1H OCEAN
-118.07,34.16,35.0,2459.0,438.0,970.0,437.0,4.2143,369400.0,INLAND
-117.6,34.08,15.0,2700.0,460.0,1432.0,449.0,4.9063,159800.0,INLAND
-122.08,37.71,35.0,2211.0,350.0,1004.0,365.0,5.4639,238600.0,NEAR BAY
-121.3,38.71,17.0,5434.0,1106.0,2755.0,1047.0,2.8226,99900.0,INLAND
-117.93,34.05,32.0,3055.0,623.0,1902.0,565.0,4.2926,190700.0,<1H OCEAN
-122.23693833574487,38.09693974844369,25.0,4393.0,1022.0,2435.0,832.0,2.5214496892202742,90061.0,NEAR BAY
-118.33,34.01,43.0,2227.0,564.0,956.0,472.0,2.0217,187500.0,<1H OCEAN
-117.01,32.66,11.0,9992.0,1368.0,4495.0,1316.0,6.9664,293900.0,NEAR OCEAN
-117.28,33.2,11.0,1472.0,261.0,1012.0,285.0,4.21,175600.0,NEAR OCEAN
-119.69,36.86,20.0,1676.0,263.0,786.0,240.0,4.0,164600.0,INLAND
-118.11827599132629,34.161103463564785,24.0,3346.0,940.0,1671.0,837.0,3.3103069485117036,227700.0,<1H OCEAN
-117.92,34.08,36.0,1285.0,228.0,679.0,231.0,3.8705,191900.0,<1H OCEAN
-118.15,33.87,29.0,2690.0,659.0,1747.0,617.0,3.3713,198200.0,<1H OCEAN
-117.18,34.48,8.0,3561.0,691.0,2156.0,659.0,2.7778,86900.0,INLAND
-122.42,37.75,52.0,2112.0,528.0,1227.0,513.0,3.5536,400000.0,NEAR BAY
-122.01,37.3,25.0,4044.0,551.0,1699.0,533.0,8.0837,380600.0,<1H OCEAN
-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794,338500.0,<1H OCEAN
-121.2433206510962,38.40127900597865,14.0,2569.0,450.0,1323.0,420.0,4.897062130393393,213064.0,INLAND
-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,500001.0,<1H OCEAN
-116.96836455115064,32.817719323791586,21.0,4997.0,1062.0,2763.0,1165.0,3.072645841180797,134566.0,<1H OCEAN
-118.04,34.09,34.0,2597.0,461.0,1542.0,470.0,4.6211,248900.0,INLAND
-118.0,33.92,26.0,2830.0,399.0,1204.0,404.0,6.1273,289600.0,<1H OCEAN
-121.78,37.66,25.0,1947.0,418.0,900.0,354.0,3.8523,193000.0,INLAND
-117.93,33.65,27.0,1283.0,406.0,1063.0,376.0,2.75,275000.0,<1H OCEAN
-122.05,37.9,32.0,2676.0,484.0,986.0,473.0,4.6528,335700.0,NEAR BAY
-122.27,37.86,52.0,1769.0,372.0,849.0,365.0,2.6914,218800.0,NEAR BAY
-118.36781098068369,33.866922146210364,21.0,2132.0,504.0,1128.0,563.0,4.398187682916509,351414.0,<1H OCEAN
-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216800.0,NEAR BAY
-115.64,32.75,19.0,377.0,69.0,198.0,55.0,1.625,112500.0,INLAND
-118.31,34.08,27.0,1514.0,510.0,1603.0,518.0,2.8971,251100.0,<1H OCEAN
-117.9,33.71,16.0,4208.0,630.0,2592.0,662.0,6.1966,260500.0,<1H OCEAN
-120.85,37.77,10.0,423.0,110.0,295.0,94.0,1.3583,85200.0,INLAND
-117.64,33.64,11.0,2422.0,429.0,810.0,395.0,6.1935,293200.0,<1H OCEAN
-117.91,33.69,30.0,2704.0,426.0,1289.0,423.0,5.2815,229500.0,<1H OCEAN
-117.1763827349063,34.03827618176662,22.0,3377.0,473.0,1373.0,428.0,5.910197792733329,148923.0,INLAND
-120.30836519606751,37.11472363052967,37.0,1283.0,246.0,647.0,262.0,1.7897845097004963,55198.0,INLAND
-121.22926409078387,38.00603359197654,21.0,1505.0,284.0,783.0,296.0,2.4530023102705054,125846.0,INLAND
-117.6,33.43,21.0,3951.0,562.0,1392.0,543.0,5.1439,414000.0,NEAR OCEAN
-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,412500.0,NEAR BAY
-122.44,37.78,44.0,1545.0,334.0,561.0,326.0,3.875,412500.0,NEAR BAY
-117.02,32.8,31.0,2692.0,445.0,1129.0,450.0,4.4583,170000.0,<1H OCEAN
-118.1,34.17,44.0,4505.0,894.0,2296.0,899.0,3.4811,300500.0,INLAND
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2.148,103800.0,<1H OCEAN
-118.4843400248238,34.218898036764884,37.0,1900.0,404.0,989.0,377.0,5.161286706814994,187939.0,<1H OCEAN
-118.61,34.21,41.0,1058.0,228.0,778.0,245.0,3.3534,180500.0,<1H OCEAN
-122.55,38.42,24.0,2220.0,411.0,894.0,365.0,4.2891,211700.0,<1H OCEAN
-116.56,33.83,36.0,1765.0,399.0,451.0,264.0,2.6083,321900.0,INLAND
-118.31,34.1,33.0,766.0,347.0,918.0,305.0,1.705,350000.0,<1H OCEAN
-117.68,33.6,19.0,3913.0,460.0,1646.0,454.0,7.2147,303900.0,<1H OCEAN
-116.47775236379019,33.58423296613867,9.0,1302.0,245.0,466.0,212.0,2.7972284756195194,120184.0,INLAND
-121.57,36.98,14.0,5231.0,817.0,2634.0,799.0,4.9702,279800.0,INLAND
-118.22,33.83,42.0,1370.0,299.0,1018.0,328.0,4.4474,160200.0,<1H OCEAN
-122.14,37.84,24.0,2131.0,343.0,874.0,373.0,5.6349,355600.0,NEAR BAY
-120.74,37.33,30.0,2390.0,470.0,1409.0,428.0,2.1484,81300.0,INLAND
-118.08925691641439,33.83790773810948,38.0,1738.0,283.0,948.0,275.0,3.9481302580348934,194293.0,<1H OCEAN
-122.45,38.58,34.0,2517.0,483.0,1324.0,464.0,3.0938,189400.0,INLAND
-118.49,34.26,25.0,8389.0,1872.0,4483.0,1747.0,3.5497,261300.0,<1H OCEAN
-118.07171483252006,33.853558853862644,18.0,3836.0,546.0,2125.0,514.0,5.8332560985152275,347861.0,<1H OCEAN
-122.02544122966663,37.9565058687835,32.0,1947.0,309.0,773.0,303.0,5.026510273041928,204310.0,NEAR BAY
-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,188500.0,<1H OCEAN
-122.42,37.63,46.0,1811.0,337.0,796.0,333.0,3.43,292900.0,NEAR OCEAN
-117.93366173754934,33.762791108651356,30.0,2122.0,549.0,1499.0,527.0,3.655975827085552,189524.0,<1H OCEAN
-117.40073272273065,33.97504364803422,31.0,3447.0,562.0,1551.0,590.0,3.452068779679306,143093.0,INLAND
-117.94,33.78,40.0,299.0,68.0,163.0,70.0,3.0125,166100.0,<1H OCEAN
-121.38,38.68,40.0,67.0,17.0,50.0,32.0,1.7596,93800.0,INLAND
-117.94,34.07,25.0,1814.0,404.0,1187.0,363.0,3.3523,170800.0,<1H OCEAN
-119.17937213918835,36.15021653378751,43.0,761.0,128.0,445.0,140.0,3.9672415126813387,87387.0,INLAND
-118.20081593172198,34.866305294146265,1.0,2113.0,380.0,932.0,341.0,5.177348277987062,110076.0,INLAND
-118.29941365861818,34.00484551535611,44.0,816.0,211.0,510.0,181.0,2.363842121345375,119351.0,<1H OCEAN
-121.07,39.2,45.0,204.0,62.0,133.0,51.0,1.0,90600.0,INLAND
-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4.2969,151200.0,<1H OCEAN
-119.74,36.76,36.0,912.0,216.0,842.0,219.0,1.4766,52800.0,INLAND
-118.16,33.96,24.0,1635.0,507.0,2480.0,481.0,2.4432,187500.0,<1H OCEAN
-117.39,34.1,12.0,7184.0,1516.0,4862.0,1235.0,2.4492,103800.0,INLAND
-117.37955022547956,34.10662121711225,33.0,2075.0,385.0,1532.0,359.0,2.7458804649685846,83389.0,INLAND
-117.98038513920908,33.75533815775542,18.0,2231.0,729.0,1556.0,724.0,1.9521268452025753,175128.0,<1H OCEAN
-121.82,37.31,22.0,2044.0,402.0,1925.0,429.0,3.7102,177500.0,<1H OCEAN
-118.51,34.29,29.0,1287.0,194.0,525.0,187.0,6.4171,319300.0,<1H OCEAN
-121.46004357400396,38.60142944266896,52.0,1673.0,336.0,743.0,351.0,3.290264261873898,160036.0,INLAND
-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,136400.0,<1H OCEAN
-122.17,39.92,16.0,1566.0,306.0,652.0,287.0,1.9038,60800.0,INLAND
-118.44,34.26,34.0,1102.0,212.0,949.0,212.0,4.0792,165100.0,<1H OCEAN
-119.79,36.74,35.0,853.0,296.0,1228.0,289.0,1.0513,39600.0,INLAND
-117.27,33.02,21.0,2144.0,340.0,928.0,344.0,5.798,286100.0,NEAR OCEAN
-117.87,33.86,19.0,2232.0,448.0,1149.0,417.0,3.1534,324400.0,<1H OCEAN
-121.09,40.3,15.0,1717.0,336.0,501.0,206.0,3.6477,113400.0,INLAND
-117.13,32.94,15.0,4846.0,825.0,2797.0,823.0,4.9375,180400.0,<1H OCEAN
-120.98,37.65,36.0,826.0,167.0,432.0,150.0,2.5,103100.0,INLAND
-120.74,39.82,9.0,1955.0,398.0,294.0,122.0,3.9583,126500.0,INLAND
-121.22,38.8,11.0,2521.0,521.0,1390.0,477.0,3.5265,124800.0,INLAND
-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,239900.0,NEAR OCEAN
-122.41,37.66,37.0,2155.0,446.0,1255.0,428.0,3.8438,250700.0,NEAR OCEAN
-122.40407240285776,37.611799080306625,27.0,2878.0,379.0,1167.0,366.0,5.973788571375528,458219.0,NEAR OCEAN
-118.33349542179731,33.986971682931504,41.0,1253.0,252.0,815.0,266.0,3.270736426574063,101611.0,<1H OCEAN
-118.28,33.91,41.0,620.0,133.0,642.0,162.0,2.6546,159600.0,<1H OCEAN
-118.27,34.02,40.0,561.0,284.0,662.0,205.0,0.9234,187500.0,<1H OCEAN
-117.4,33.93,35.0,1468.0,298.0,1168.0,261.0,2.2222,81300.0,INLAND
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,NEAR BAY
-122.11,37.69,37.0,2444.0,651.0,1562.0,618.0,2.6464,155200.0,NEAR BAY
-117.75,34.05,46.0,1480.0,358.0,1511.0,348.0,1.9718,110600.0,INLAND
-122.17,37.72,5.0,1692.0,398.0,814.0,328.0,3.663,158300.0,NEAR BAY
-117.58,33.65,4.0,2000.0,422.0,833.0,386.0,5.7709,190300.0,<1H OCEAN
-118.15,33.77,41.0,3448.0,896.0,1621.0,838.0,4.5,339800.0,NEAR OCEAN
-121.01,37.64,33.0,693.0,207.0,598.0,192.0,1.0217,81300.0,INLAND
-118.37,34.03,37.0,1236.0,,966.0,292.0,3.0694,122200.0,<1H OCEAN
-122.43,40.66,15.0,2532.0,458.0,1183.0,450.0,2.5417,92200.0,INLAND
-117.18936181582595,34.032084093111855,51.0,1693.0,383.0,576.0,293.0,2.7363551401731145,140483.0,INLAND
-122.89091712192165,39.1642366572493,44.0,1385.0,268.0,705.0,246.0,2.5696961807972962,67907.0,INLAND
-122.01999873410362,37.30805072762684,25.0,3496.0,411.0,1134.0,422.0,9.976123188035995,493674.0,<1H OCEAN
-121.73,37.71,12.0,5608.0,1049.0,2595.0,1067.0,3.9864,200200.0,INLAND
-116.94,33.73,17.0,5160.0,851.0,2344.0,781.0,3.7175,120000.0,INLAND
-118.27,34.04,13.0,1784.0,,2158.0,682.0,1.7038,118100.0,<1H OCEAN
-118.39617585839277,33.90856592749581,29.0,4424.0,876.0,2086.0,954.0,4.353834052889507,365416.0,<1H OCEAN
-118.49,34.2,35.0,1109.0,206.0,515.0,202.0,5.2118,215800.0,<1H OCEAN
-121.9623815875321,37.54325393028125,33.0,2601.0,362.0,1085.0,400.0,6.471281854849809,355146.0,<1H OCEAN
-121.92,37.28,27.0,3028.0,486.0,1284.0,498.0,4.5833,308800.0,<1H OCEAN
-121.71893726647299,36.52610399641041,28.0,3275.0,481.0,1170.0,457.0,5.6728798894363495,348129.0,<1H OCEAN
-122.72,38.35,16.0,3049.0,609.0,1675.0,618.0,2.4117,162500.0,<1H OCEAN
-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,166300.0,<1H OCEAN
-117.05934824963472,32.66535980822129,38.0,1510.0,351.0,1138.0,289.0,2.782577675118579,118060.0,NEAR OCEAN
-118.1,33.84,36.0,2572.0,421.0,1318.0,434.0,5.1836,219700.0,<1H OCEAN
-118.22,33.98,36.0,1514.0,453.0,1496.0,448.0,2.1044,148200.0,<1H OCEAN
-117.17542655716167,33.280197904839724,13.0,2182.0,311.0,828.0,325.0,5.279946687749215,396888.0,<1H OCEAN
-121.93,38.01,9.0,2294.0,389.0,1142.0,365.0,5.3363,160800.0,INLAND
-123.07,39.12,24.0,1098.0,193.0,353.0,145.0,3.8333,92600.0,<1H OCEAN
-117.87948138627303,33.76776393240423,25.0,2403.0,521.0,1225.0,449.0,2.973967444427342,200062.0,<1H OCEAN
-117.06,32.6,33.0,905.0,205.0,989.0,222.0,2.7014,108200.0,NEAR OCEAN
-117.94,34.08,32.0,2704.0,514.0,1669.0,497.0,4.4653,195400.0,<1H OCEAN
-117.49937414580094,33.890732001573014,4.0,7271.0,1019.0,2993.0,923.0,5.331949084077328,228562.0,INLAND
-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997,228700.0,<1H OCEAN
-122.63,38.94,18.0,3844.0,969.0,1832.0,845.0,1.125,81800.0,INLAND
-121.9484481425266,37.31365592079727,25.0,5624.0,1573.0,3938.0,1469.0,3.4568840871672455,274830.0,<1H OCEAN
-118.3692103087701,33.85149744264643,28.0,8383.0,1794.0,3677.0,1620.0,3.7971719205300367,311516.0,<1H OCEAN
-118.1572946186361,33.845607767515205,34.0,1574.0,260.0,616.0,226.0,4.08778536715046,194701.0,<1H OCEAN
-119.02039500669895,34.2310023838751,20.0,8059.0,1270.0,3924.0,1188.0,5.701286242085442,299774.0,<1H OCEAN
-117.9,33.68,25.0,7060.0,1159.0,3903.0,1139.0,4.8359,249200.0,<1H OCEAN
-118.09,34.06,38.0,3230.0,840.0,3485.0,827.0,2.629,171600.0,<1H OCEAN
-122.00412281156046,37.37651799003274,29.0,3130.0,584.0,1553.0,561.0,5.413022617924704,357843.0,<1H OCEAN
-121.28,37.94,48.0,1766.0,444.0,1406.0,421.0,1.7039,52700.0,INLAND
-121.33,38.65,23.0,2446.0,523.0,1132.0,513.0,2.6266,198500.0,INLAND
-118.23,34.21,32.0,1464.0,406.0,693.0,380.0,2.5463,200000.0,<1H OCEAN
-119.13034017878327,34.22142493012769,31.0,794.0,131.0,1320.0,160.0,3.576981056021924,190115.0,NEAR OCEAN
-122.26931407080131,37.47205068643115,38.0,1962.0,455.0,1146.0,443.0,3.9566334282039035,334403.0,NEAR OCEAN
-122.43,37.77,52.0,2685.0,629.0,1170.0,614.0,3.6894,418800.0,NEAR BAY
-121.53700547473133,39.481504234398365,39.0,1526.0,344.0,821.0,287.0,1.3719107562992132,39823.0,INLAND
-121.46445438636162,38.566923004824446,50.0,1306.0,367.0,1149.0,306.0,1.6181835171706842,69487.0,INLAND
-117.97277140555789,33.63012995390633,23.0,2477.0,353.0,917.0,370.0,5.321820736522277,319206.0,<1H OCEAN
-121.39,38.6,22.0,5773.0,1320.0,2607.0,1250.0,2.5238,118800.0,INLAND
-117.25063867931567,32.825452482627284,40.0,1971.0,355.0,821.0,329.0,3.8455098252766917,296678.0,NEAR OCEAN
-120.51,36.55,20.0,1193.0,263.0,1274.0,241.0,1.9417,38800.0,INLAND
-121.4,38.63,30.0,3626.0,834.0,1577.0,806.0,2.517,130400.0,INLAND
-122.38824971286289,37.770062163023,51.0,94.0,25.0,103.0,26.0,4.64735057424485,346378.0,NEAR BAY
-118.43,33.98,19.0,8324.0,1590.0,2927.0,1538.0,7.5426,351700.0,<1H OCEAN
-119.54830705868844,36.54162141103093,19.0,2755.0,485.0,1703.0,533.0,3.1997004440683567,96355.0,INLAND
-117.73,34.09,30.0,2345.0,496.0,1897.0,454.0,2.4375,112100.0,INLAND
-117.95,34.05,34.0,1428.0,227.0,890.0,249.0,5.8722,204800.0,<1H OCEAN
-118.1640353874684,33.97419561112577,30.0,1339.0,403.0,1790.0,436.0,1.9279069357076632,186463.0,<1H OCEAN
-122.16,37.46,45.0,2068.0,348.0,844.0,366.0,6.227,417800.0,NEAR BAY
-117.25,33.03,6.0,3416.0,493.0,1319.0,467.0,6.9326,324600.0,NEAR OCEAN
-121.7,39.37,32.0,1852.0,373.0,911.0,365.0,1.7885,57000.0,INLAND
-117.10798993285748,32.68076025822234,32.0,1144.0,292.0,1258.0,321.0,2.2273120661153807,96247.0,NEAR OCEAN
-117.21,32.89,14.0,3114.0,773.0,1592.0,776.0,3.3176,156100.0,NEAR OCEAN
-122.25,38.0,16.0,2978.0,411.0,1531.0,400.0,6.5006,237700.0,NEAR BAY
-119.06451833903454,35.259593562116784,23.0,3074.0,654.0,1663.0,545.0,2.6508727571183837,97154.0,INLAND
-122.32,37.95,36.0,1425.0,245.0,573.0,239.0,4.35,185000.0,NEAR BAY
-117.05,32.69,14.0,1689.0,555.0,1319.0,527.0,3.16,143800.0,NEAR OCEAN
-117.85,33.62,18.0,729.0,105.0,316.0,108.0,10.3893,500001.0,<1H OCEAN
-119.68640231456689,36.76943469850546,16.0,2014.0,383.0,1204.0,381.0,3.9679511735800244,84815.0,INLAND
-118.21,34.1,40.0,1684.0,316.0,795.0,330.0,5.2723,218300.0,<1H OCEAN
-118.43882073495702,34.00523464835003,38.0,1211.0,347.0,806.0,309.0,3.965489382541308,318212.0,<1H OCEAN
-121.7617090724865,37.310162672167735,11.0,2817.0,495.0,1726.0,453.0,7.816367342282577,376424.0,<1H OCEAN
-120.44682920287428,34.636213791575344,22.0,1214.0,254.0,726.0,221.0,3.2082522180491484,123830.0,NEAR OCEAN
-118.3085175341969,33.897704674337184,33.0,2258.0,558.0,1232.0,613.0,2.8122465359272892,200932.0,<1H OCEAN
-121.91,37.23,22.0,2614.0,453.0,1240.0,462.0,6.0712,271800.0,<1H OCEAN
-122.01,36.97,43.0,2162.0,509.0,1208.0,464.0,2.5417,260900.0,NEAR OCEAN
-118.12,34.17,52.0,1835.0,330.0,777.0,317.0,3.7159,315400.0,INLAND
-122.41,37.78,52.0,1534.0,763.0,1520.0,614.0,1.4554,375000.0,NEAR BAY
-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0,NEAR BAY
-122.49,38.3,14.0,2844.0,602.0,1613.0,544.0,3.3571,193600.0,<1H OCEAN
-117.09,33.1,21.0,2876.0,539.0,1387.0,499.0,3.8292,177000.0,<1H OCEAN
-118.34452714337509,33.962505359513536,30.0,2887.0,872.0,1791.0,840.0,2.702340038650814,164018.0,<1H OCEAN
-118.45289492163774,34.437187018620875,13.0,22834.0,4795.0,9478.0,4331.0,4.257149395779886,202913.0,<1H OCEAN
-119.16,34.95,14.0,4054.0,787.0,1581.0,579.0,3.0882,148200.0,INLAND
-117.95640745680534,34.068899978764996,31.0,1523.0,363.0,1421.0,314.0,3.2967097372868803,146773.0,INLAND
-119.02,35.33,35.0,2053.0,412.0,1193.0,387.0,2.75,65800.0,INLAND
-118.00155936423525,34.08151287149856,27.0,2603.0,640.0,2503.0,540.0,2.627900643387332,176204.0,INLAND
-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,187500.0,<1H OCEAN
-120.94,37.68,4.0,13315.0,2424.0,6420.0,2289.0,4.2471,162100.0,INLAND
-117.41201244296985,34.07541399683157,44.0,2168.0,412.0,1003.0,333.0,2.3722623790594675,90372.0,INLAND
-121.9863058286276,38.353125430702484,35.0,2678.0,506.0,1357.0,454.0,3.478233421770022,117928.0,INLAND
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,NEAR BAY
-118.11534553774356,33.78813905128275,43.0,1413.0,353.0,801.0,326.0,3.9164542059484426,227747.0,<1H OCEAN
-122.67950826860687,38.43117640558515,30.0,2861.0,516.0,1362.0,550.0,2.952029335293344,172352.0,<1H OCEAN
-120.27,36.29,11.0,1337.0,412.0,1376.0,318.0,2.4398,87500.0,INLAND
-121.25,37.95,40.0,1703.0,362.0,1208.0,373.0,2.0817,55300.0,INLAND
-120.66,35.27,33.0,1664.0,455.0,1077.0,461.0,1.6875,174200.0,NEAR OCEAN
-117.95464306985592,34.06589461637337,31.0,2595.0,748.0,2756.0,645.0,3.8172884194521384,156848.0,<1H OCEAN
-119.06710353902805,35.33484486771579,20.0,1506.0,239.0,726.0,249.0,5.603785995228114,118764.0,INLAND
-118.18759904043958,34.046271681444395,34.0,1868.0,635.0,2143.0,739.0,1.6256443113635013,126927.0,<1H OCEAN
-122.12,37.69,30.0,1197.0,269.0,695.0,279.0,3.4375,157800.0,NEAR BAY
-119.03,35.32,12.0,2721.0,549.0,1294.0,523.0,2.5575,100200.0,INLAND
-117.19265415821832,32.867550364531006,13.0,2979.0,482.0,1203.0,450.0,4.948705004188252,404940.0,NEAR OCEAN
-121.62,39.14,41.0,2183.0,559.0,1202.0,506.0,1.6902,61500.0,INLAND
-117.27,34.14,36.0,3795.0,676.0,1742.0,585.0,4.1,96400.0,INLAND
-119.56,37.29,14.0,2391.0,451.0,798.0,308.0,3.0924,114600.0,INLAND
-122.54,37.96,44.0,1552.0,204.0,596.0,208.0,10.129,500001.0,NEAR BAY
-116.51,33.89,21.0,1284.0,306.0,537.0,233.0,1.95,61000.0,INLAND
-122.36,40.55,21.0,2500.0,466.0,1428.0,502.0,2.6513,113300.0,INLAND
-117.82999431678626,33.73910926187438,16.0,4353.0,1217.0,2113.0,1017.0,3.8505493370898343,139520.0,<1H OCEAN
-118.27791548221087,33.79546223579278,41.0,2093.0,476.0,1767.0,389.0,3.3948855254579664,161437.0,<1H OCEAN
-120.62590980634788,34.88523789105914,44.0,761.0,147.0,349.0,121.0,2.164754755364798,76576.0,NEAR OCEAN
-118.44819553377799,34.023003835023516,25.0,3984.0,924.0,1525.0,841.0,4.195659229763226,480056.0,<1H OCEAN
-122.02902246400454,37.364593438478465,26.0,5782.0,933.0,2255.0,889.0,6.233652965508594,454363.0,<1H OCEAN
-121.48,38.57,52.0,567.0,193.0,272.0,187.0,1.625,187500.0,INLAND
-117.22,34.44,5.0,4787.0,910.0,1944.0,806.0,2.6576,98500.0,INLAND
-117.06,32.77,18.0,2269.0,682.0,1329.0,581.0,1.7951,161800.0,NEAR OCEAN
-120.08,34.64,18.0,2375.0,429.0,1048.0,369.0,4.2222,375000.0,NEAR OCEAN
-117.98,34.09,31.0,3073.0,617.0,2640.0,594.0,3.5,161300.0,INLAND
-122.08,37.61,6.0,2605.0,474.0,1568.0,433.0,5.0406,261400.0,NEAR BAY
-121.96,38.34,14.0,3035.0,680.0,1597.0,663.0,3.6036,143500.0,INLAND
-118.04,34.06,30.0,2019.0,551.0,2481.0,484.0,3.1875,154200.0,<1H OCEAN
-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,5.5696,168400.0,<1H OCEAN
-117.69430371717252,33.59086849254598,11.0,1188.0,367.0,513.0,314.0,3.443296847678298,127506.0,<1H OCEAN
-122.27,37.89,52.0,2640.0,366.0,973.0,355.0,7.266,371100.0,NEAR BAY
-121.94444218388286,37.81499332609213,8.0,10735.0,1526.0,4173.0,1519.0,7.791346354497904,365977.0,<1H OCEAN
-118.1,34.07,29.0,1179.0,313.0,1255.0,308.0,2.5964,176800.0,<1H OCEAN
-120.65037941398349,38.44435568293338,23.0,1510.0,281.0,753.0,283.0,2.6043990346989476,110972.0,INLAND
-118.03,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,169600.0,INLAND
-117.85,33.74,19.0,1248.0,357.0,1214.0,328.0,2.7059,159800.0,<1H OCEAN
-118.58263849936509,34.119659291868984,17.0,1288.0,168.0,451.0,141.0,10.421039867043548,466413.0,<1H OCEAN
-117.8922143132961,33.64691255968279,28.0,4582.0,622.0,1697.0,821.0,6.209660242356126,463032.0,<1H OCEAN
-118.39389758217757,34.189001382328456,24.0,4548.0,1184.0,2551.0,1159.0,2.1344554663375424,250176.0,<1H OCEAN
-121.32,37.96,46.0,1832.0,365.0,975.0,373.0,2.0398,88100.0,INLAND
-118.27,33.82,28.0,1642.0,434.0,1575.0,420.0,4.1292,201900.0,<1H OCEAN
-117.11,32.76,28.0,1457.0,397.0,672.0,342.0,1.9799,122700.0,NEAR OCEAN
-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,161900.0,NEAR BAY
-122.24,38.13,37.0,3223.0,564.0,1325.0,539.0,4.0938,126900.0,NEAR BAY
-118.03030141822563,34.583139150511684,7.0,9466.0,1958.0,4517.0,1491.0,4.194905746611006,140869.0,INLAND
-118.84466935683994,35.244946589682435,22.0,1494.0,338.0,1221.0,375.0,1.712630527309956,63165.0,INLAND
-122.31,38.27,34.0,1748.0,284.0,783.0,303.0,4.3585,194400.0,NEAR BAY
-119.739181619408,36.80119379367249,24.0,2657.0,518.0,1216.0,452.0,2.2988855724619452,91870.0,INLAND
-118.05,34.07,32.0,4492.0,1075.0,4119.0,1035.0,3.2373,183100.0,<1H OCEAN
-122.21,37.78,52.0,1056.0,224.0,792.0,245.0,2.6583,142600.0,NEAR BAY
