CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.19657,22.0,5.86,0,0.431,6.226,79.2,8.0555,7.0,330.0,19.1,376.14,10.15,20.5
0.16439,22.0,5.86,0,0.431,6.433,49.1,7.8265,7.0,330.0,19.1,374.71,9.52,24.5
0.19073,22.0,5.86,0,0.431,6.718,17.5,7.8265,7.0,330.0,19.1,393.74,6.56,26.2
0.1403,22.0,5.86,0,0.431,6.487,13.0,7.3967,7.0,330.0,19.1,396.28,5.9,24.4
0.21409,22.0,5.86,0,0.431,6.438,8.9,7.3967,7.0,330.0,19.1,377.07,3.59,24.8
0.08221,22.0,5.86,0,0.431,6.957,6.8,8.9067,7.0,330.0,19.1,386.09,3.53,29.6
0.36894,22.0,5.86,0,0.431,8.259,8.4,8.9067,7.0,330.0,19.1,396.9,3.54,42.8
0.04819,80.0,3.64,0,0.392,6.108,32.0,9.2203,1.0,315.0,16.4,392.89,6.57,21.9
0.03548,80.0,3.64,0,0.392,5.876,19.1,9.2203,1.0,315.0,16.4,395.18,9.25,20.9
0.01538,90.0,3.75,0,0.394,7.454,34.2,6.3361,3.0,244.0,15.9,386.34,3.11,44.0
0.61154,20.0,3.97,0,0.647,8.704,86.9,1.801,5.0,264.0,13.0,389.7,5.12,50.0
0.66351,20.0,3.97,0,0.647,7.333,100.0,1.8946,5.0,264.0,13.0,383.29,7.79,36.0
0.65665,20.0,3.97,0,0.647,6.842,100.0,2.0107,5.0,264.0,13.0,391.93,6.9,30.1
0.54011,20.0,3.97,0,0.647,7.203,81.8,2.1121,5.0,264.0,13.0,392.8,9.59,33.8
0.53412,20.0,3.97,0,0.647,7.52,89.4,2.1398,5.0,264.0,13.0,388.37,7.26,43.1
0.253715,20.0,3.97,0,0.647,8.398,91.5,2.2885,5.0,264.0,13.0,386.86,5.91,48.8
0.82526,20.0,3.97,0,0.647,7.327,94.5,2.0788,5.0,264.0,13.0,393.42,11.25,31.0
0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5.0,264.0,13.0,387.89,8.1,36.5
0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5.0,264.0,13.0,392.4,10.45,22.8
0.7857,0.0,3.97,0,0.647,7.014,84.6,2.1329,5.0,264.0,13.0,384.07,14.79,30.7
0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5.0,264.0,13.0,384.54,7.44,50.0
0.5405,20.0,3.97,0,0.575,7.47,52.6,2.872,5.0,264.0,13.0,390.3,3.16,43.5
0.09065,20.0,6.96,1,0.464,5.92,61.5,3.9175,3.0,223.0,18.6,391.34,13.65,20.7
0.29916,20.0,6.96,0,0.464,5.856,42.1,4.429,3.0,223.0,18.6,388.65,13.0,21.1
0.16211,20.0,6.96,0,0.464,6.24,16.3,4.429,3.0,223.0,18.6,396.9,11.43,25.2
0.1146,20.0,6.96,0,0.464,6.538,58.7,3.9175,3.0,223.0,18.6,394.96,7.73,24.4
0.22188,20.0,6.96,1,0.464,7.691,51.8,4.3665,3.0,223.0,18.6,390.77,6.58,35.2
0.05644,40.0,6.41,1,0.447,6.758,32.9,4.0776,4.0,254.0,17.6,396.9,3.53,32.4
0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4.0,254.0,17.6,396.9,2.98,32.0
0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4.0,254.0,17.6,389.25,6.05,33.2
0.06127,40.0,6.41,1,0.447,6.826,27.6,4.8628,4.0,254.0,17.6,393.45,11.43,33.1
0.07978,40.0,6.41,0,0.447,6.482,32.1,4.1403,4.0,254.0,17.6,396.9,7.19,29.1
0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5.0,216.0,14.9,396.9,4.85,35.1
0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5.0,216.0,14.9,387.31,3.76,45.4
0.03705,20.0,3.33,0,0.4429,6.968,76.80000000000001,5.2447,5.0,216.0,14.9,392.23,4.59,35.4
0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5.0,216.0,14.9,377.07,3.01,46.0
0.01501,90.0,1.21,1,0.401,7.923,24.8,5.885,1.0,198.0,13.6,395.52,3.16,50.0
0.00906,90.0,2.97,0,0.4,7.088,20.8,7.3073,1.0,285.0,15.3,394.72,7.85,32.2
0.01096,55.0,2.25,0,0.389,6.453,31.9,7.3073,1.0,300.0,15.3,394.72,8.23,22.0
0.01965,80.0,1.76,0,0.385,6.23,76.80000000000001,9.0892,1.0,241.0,18.2,341.6,12.93,20.1
0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6.0,293.0,16.6,396.9,7.14,23.2
0.253715,52.5,5.32,0,0.405,6.315,45.6,7.3172,6.0,293.0,16.6,396.9,7.6,22.3
0.04297,52.5,5.32,0,0.405,6.565,22.9,7.3172,6.0,293.0,16.6,371.72,9.51,24.8
0.03502,80.0,4.95,0,0.411,6.861,27.9,5.1167,4.0,245.0,19.2,396.9,3.33,28.5
0.07886,80.0,4.95,0,0.411,7.148,27.7,5.1167,4.0,245.0,19.2,396.9,3.56,37.3
0.03615,80.0,9.69,0,0.411,6.63,23.4,5.1167,4.0,245.0,19.2,396.9,4.7,27.9
0.08265,0.0,13.92,0,0.437,6.127,18.4,5.5027,4.0,289.0,16.0,396.9,8.58,23.9
0.08199,0.0,13.92,0,0.437,6.009,42.3,5.5027,4.0,289.0,16.0,396.9,10.4,21.7
0.12932,0.0,13.92,0,0.437,6.678,31.1,5.9604,4.0,289.0,16.0,396.9,6.27,28.6
0.05372,0.0,13.92,0,0.437,6.549,51.0,5.9604,4.0,289.0,16.0,392.85,7.39,27.1
0.14103,0.0,9.69,0,0.437,5.79,58.0,6.32,4.0,289.0,16.0,396.9,15.84,20.3
0.06466,70.0,2.24,0,0.4,6.345,20.1,7.8278,5.0,358.0,14.8,368.24,4.97,22.5
0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5.0,358.0,14.8,371.58,4.74,29.0
0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5.0,358.0,14.8,390.86,6.07,24.8
0.03537,0.0,6.09,0,0.433,6.59,40.4,5.4917,7.0,329.0,16.1,395.75,9.5,22.0
0.253715,34.0,6.09,0,0.433,6.495,18.4,5.4917,7.0,329.0,16.1,383.61,8.67,26.4
0.1,0.0,6.09,0,0.433,6.982,17.7,5.4917,7.0,329.0,16.1,390.43,4.86,33.1
0.05515,33.0,2.18,0,0.472,7.236,41.1,4.022,7.0,222.0,18.4,393.68,6.93,36.1
0.05479,33.0,9.69,0,0.472,6.616,58.1,3.37,7.0,222.0,18.4,393.36,8.93,28.4
0.07503,33.0,2.18,0,0.472,7.42,71.9,3.0992,7.0,222.0,18.4,396.9,6.47,33.4
0.04932,33.0,2.18,0,0.472,6.849,70.3,3.1827,7.0,222.0,18.4,396.9,7.53,28.2
0.49298,0.0,9.9,0,0.544,6.635,82.5,3.3175,4.0,304.0,18.4,396.9,4.54,22.8
0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4.0,304.0,18.4,396.24,9.97,20.3
2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4.0,304.0,18.4,350.45,12.64,16.1
0.79041,0.0,9.9,0,0.544,6.122,52.8,2.6403,4.0,304.0,18.4,396.9,5.98,22.1
0.26169,0.0,9.9,0,0.544,6.023,90.4,2.834,4.0,304.0,18.4,396.3,11.72,19.4
0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4.0,304.0,18.4,393.39,7.9,21.6
0.3692,0.0,9.9,0,0.544,6.567,87.3,3.6023,4.0,304.0,18.4,395.69,9.28,23.8
0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4.0,304.0,18.4,396.42,11.5,16.2
0.31827,0.0,9.9,0,0.544,5.914,76.80000000000001,3.9986,4.0,304.0,18.4,390.7,18.33,17.8
0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4.0,304.0,18.4,396.9,15.94,19.8
0.40202,0.0,9.9,0,0.544,6.382,67.2,3.5325,4.0,304.0,18.4,395.21,10.36,23.1
0.47547,0.0,9.9,0,0.544,6.113,58.8,4.0019,4.0,304.0,18.4,396.23,12.73,21.0
0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5.0,287.0,19.6,396.9,7.2,23.8
0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5.0,287.0,19.6,396.9,6.87,23.1
0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5.0,287.0,19.6,396.9,7.7,20.4
0.28392,0.0,7.38,0,0.493,5.708,74.3,4.7211,5.0,287.0,19.6,391.13,11.74,18.5
0.34109,0.0,7.38,0,0.493,6.415,40.1,4.7211,5.0,287.0,19.6,396.9,6.12,25.0
0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5.0,287.0,19.6,393.68,5.08,24.6
0.30347,0.0,7.38,0,0.493,6.312,28.9,5.4159,5.0,287.0,19.6,396.9,6.15,23.0
0.24103,0.0,7.38,0,0.493,6.083,43.7,5.4159,5.0,287.0,19.6,396.9,12.79,22.2
0.06617,0.0,3.24,0,0.46,5.868,25.8,5.2146,4.0,430.0,16.9,382.44,9.97,19.3
0.06724,0.0,3.24,0,0.46,6.333,17.2,5.2146,4.0,430.0,16.9,375.21,7.34,22.6
0.04544,0.0,3.24,0,0.46,6.144,32.2,5.8736,4.0,430.0,16.9,368.57,9.09,19.8
0.05023,35.0,6.06,0,0.4379,5.706,28.4,6.6407,1.0,304.0,16.9,394.02,12.43,17.1
0.03466,0.0,6.06,0,0.4379,6.031,23.3,6.6407,1.0,304.0,16.9,362.25,7.83,19.4
0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5.0,224.0,20.2,389.71,5.68,22.2
0.03738,0.0,5.19,0,0.515,6.31,38.5,6.4584,5.0,224.0,20.2,389.4,6.75,20.7
0.03961,0.0,5.19,0,0.515,6.037,34.5,5.9853,5.0,224.0,20.2,396.9,8.01,21.1
0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5.0,224.0,20.2,396.9,9.8,19.5
0.03041,0.0,5.19,0,0.515,5.895,59.6,5.615,5.0,224.0,20.2,394.81,10.56,18.5
0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5.0,224.0,20.2,396.14,8.51,20.6
0.05497,0.0,5.19,0,0.515,5.985,45.4,4.8122,5.0,224.0,20.2,396.9,9.74,19.0
0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5.0,224.0,20.2,396.9,9.29,18.7
0.01301,35.0,1.52,0,0.442,7.241,49.3,7.0379,1.0,284.0,15.5,394.74,5.49,32.7
0.02498,0.0,1.89,0,0.518,6.54,59.7,6.2669,1.0,422.0,15.9,389.96,8.65,16.5
0.02543,55.0,3.78,0,0.484,6.696,56.4,5.7321,5.0,370.0,17.6,396.9,7.18,23.9
0.03049,55.0,9.69,0,0.484,6.874,28.1,6.4654,5.0,370.0,17.6,387.97,4.61,31.2
0.03113,0.0,4.39,0,0.442,6.014,48.5,8.0136,3.0,352.0,18.8,385.64,10.53,17.5
0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3.0,352.0,18.8,364.61,12.67,17.2
0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4.0,351.0,17.9,392.43,6.36,23.1
0.01501,80.0,2.01,0,0.435,6.635,29.7,8.344,4.0,280.0,17.0,390.94,5.99,24.5
0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1.0,335.0,19.7,389.85,11.43,26.6
0.06211,0.0,1.25,0,0.429,6.49,44.4,8.7921,1.0,335.0,19.7,396.9,11.43,22.9
0.0795,60.0,1.69,0,0.411,6.579,35.9,10.7103,4.0,411.0,18.3,370.78,5.49,24.1
0.07244,60.0,1.69,0,0.411,5.884,18.5,10.7103,4.0,411.0,18.3,392.33,7.79,18.6
0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5.0,187.0,17.0,384.46,4.5,30.1
0.04301,80.0,1.91,0,0.413,5.663,21.9,10.5857,4.0,334.0,22.0,382.8,8.05,18.2
0.10659,0.0,1.91,0,0.413,5.936,76.80000000000001,10.5857,4.0,334.0,22.0,376.04,5.57,20.6
8.98296,0.0,18.1,1,0.77,6.212,97.4,2.1222,24.0,666.0,20.2,377.73,17.6,17.8
3.8497,0.0,18.1,1,0.77,6.395,91.0,2.5052,24.0,666.0,20.2,391.34,13.27,21.7
5.20177,0.0,18.1,1,0.77,6.127,83.4,2.7227,24.0,666.0,20.2,395.43,11.48,22.7
4.26131,0.0,9.69,0,0.77,6.112,81.3,2.5091,24.0,666.0,20.2,390.74,12.67,22.6
4.54192,0.0,18.1,0,0.77,6.398,88.0,2.5182,24.0,666.0,20.2,374.56,7.79,25.0
3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24.0,666.0,20.2,350.65,14.19,19.9
3.67822,0.0,18.1,0,0.77,5.362,96.2,2.1036,24.0,666.0,20.2,380.79,10.19,20.8
4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24.0,666.0,20.2,353.04,14.64,16.8
3.47428,0.0,18.1,1,0.718,8.78,82.9,1.9047,24.0,666.0,20.2,354.55,5.29,21.9
4.55587,0.0,18.1,0,0.718,3.561,87.9,1.6132,24.0,666.0,20.2,354.7,7.12,27.5
3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24.0,666.0,20.2,316.03,14.0,21.9
13.5222,0.0,18.1,0,0.631,3.863,100.0,1.5106,24.0,666.0,20.2,131.42,13.33,23.1
4.89822,0.0,18.1,0,0.631,4.97,76.80000000000001,1.3325,24.0,666.0,20.2,375.52,3.26,50.0
0.253715,0.0,18.1,1,0.631,6.683,96.8,1.3567,24.0,666.0,20.2,375.33,3.73,50.0
6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24.0,666.0,20.2,392.05,2.96,50.0
9.2323,0.0,18.1,0,0.631,6.216,100.0,1.1691,24.0,666.0,20.2,366.15,9.53,50.0
8.26725,0.0,18.1,1,0.668,5.875,89.6,1.1296,24.0,666.0,20.2,347.88,8.88,50.0
11.1081,0.0,18.1,0,0.668,4.906,100.0,1.1742,24.0,666.0,20.2,396.9,34.77,13.8
18.4982,0.0,18.1,0,0.668,4.138,100.0,1.137,24.0,666.0,20.2,396.9,37.97,13.8
19.6091,0.0,18.1,0,0.671,7.313,97.9,1.3163,24.0,666.0,20.2,396.9,13.44,15.0
15.288,0.0,18.1,0,0.671,6.649,93.3,1.3449,24.0,666.0,20.2,363.02,11.43,13.9
9.82349,0.0,18.1,0,0.671,6.794,98.8,1.358,24.0,666.0,20.2,396.9,21.24,13.3
23.6482,0.0,18.1,0,0.671,6.38,96.2,1.3861,24.0,666.0,20.2,396.9,23.69,13.1
17.8667,0.0,18.1,0,0.671,6.223,100.0,1.3861,24.0,666.0,20.2,393.74,21.78,10.2
88.9762,0.0,18.1,0,0.671,6.968,91.9,1.4165,24.0,666.0,20.2,396.9,17.21,10.4
15.8744,0.0,18.1,0,0.671,6.545,99.1,1.5192,24.0,666.0,20.2,396.9,21.08,10.9
9.18702,0.0,18.1,0,0.7,5.536,100.0,1.5804,24.0,666.0,20.2,396.9,23.6,11.3
7.99248,0.0,18.1,0,0.7,5.52,100.0,1.5331,24.0,666.0,20.2,396.9,11.43,12.3
20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24.0,666.0,20.2,285.83,30.63,8.8
16.8118,0.0,18.1,0,0.7,5.277,98.1,1.4261,24.0,666.0,20.2,396.9,30.81,7.2
24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24.0,666.0,20.2,396.9,28.28,10.5
22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24.0,666.0,20.2,396.9,31.99,7.4
14.3337,0.0,18.1,0,0.7,4.88,100.0,1.5895,24.0,666.0,20.2,372.92,30.62,10.2
8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24.0,666.0,20.2,396.9,20.85,11.5
6.96215,0.0,18.1,0,0.7,5.713,97.0,1.9265,24.0,666.0,20.2,394.43,17.11,15.1
5.29305,0.0,18.1,0,0.7,6.051,82.5,2.1678,24.0,666.0,20.2,378.38,18.76,23.2
11.5779,0.0,18.1,0,0.7,5.036,97.0,1.77,24.0,666.0,20.2,396.9,25.68,9.7
0.253715,0.0,18.1,0,0.693,6.193,92.6,1.7912,24.0,666.0,20.2,396.9,15.17,13.8
0.253715,0.0,18.1,0,0.693,5.887,94.7,1.7821,24.0,666.0,20.2,396.9,16.35,12.7
8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24.0,666.0,20.2,391.98,17.12,13.1
5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24.0,666.0,20.2,396.9,19.37,12.5
7.67202,0.0,18.1,0,0.693,5.747,98.9,1.6334,24.0,666.0,20.2,393.1,19.92,8.5
38.3518,0.0,18.1,0,0.693,5.453,100.0,1.4896,24.0,666.0,20.2,396.9,30.59,5.0
9.91655,0.0,18.1,0,0.693,5.852,77.8,1.5004,24.0,666.0,20.2,338.16,29.97,6.3
25.0461,0.0,18.1,0,0.693,5.987,100.0,1.5888,24.0,666.0,20.2,396.9,26.77,5.6
14.2362,0.0,18.1,0,0.693,6.343,100.0,1.5741,24.0,666.0,20.2,396.9,20.32,7.2
9.59571,0.0,18.1,0,0.693,6.404,100.0,1.639,24.0,666.0,20.2,376.11,20.31,12.1
24.8017,0.0,18.1,0,0.693,5.349,96.0,1.7028,24.0,666.0,20.2,396.9,19.77,8.3
41.5292,0.0,18.1,0,0.693,5.531,85.4,1.6074,24.0,666.0,20.2,329.46,27.38,8.5
67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24.0,666.0,20.2,384.97,22.98,5.0
20.7162,0.0,9.69,0,0.659,4.138,100.0,1.1781,24.0,666.0,20.2,370.22,23.34,11.9
11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24.0,666.0,20.2,332.09,11.43,27.9
7.40389,0.0,18.1,0,0.597,5.617,97.9,1.4547,24.0,666.0,20.2,314.64,26.4,17.2
0.253715,0.0,18.1,0,0.597,6.852,100.0,1.4655,24.0,666.0,20.2,179.36,19.78,27.5
51.1358,0.0,18.1,0,0.597,5.757,100.0,1.413,24.0,666.0,20.2,2.6,10.11,15.0
14.0507,0.0,18.1,0,0.597,6.657,100.0,1.5275,24.0,666.0,20.2,35.05,21.22,17.2
18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24.0,666.0,20.2,28.79,34.37,17.9
28.6558,0.0,18.1,0,0.597,5.155,100.0,1.5894,24.0,666.0,20.2,210.97,20.08,16.3
45.7461,0.0,18.1,0,0.693,4.519,100.0,1.6582,24.0,666.0,20.2,88.27,36.98,7.0
18.0846,0.0,18.1,0,0.679,6.434,100.0,1.8347,24.0,666.0,20.2,27.25,29.05,7.2
10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24.0,666.0,20.2,21.57,25.79,7.5
25.9406,0.0,18.1,0,0.679,5.304,89.1,1.6475,24.0,666.0,20.2,127.36,26.64,10.4
73.5341,0.0,18.1,0,0.679,5.957,100.0,1.8026,24.0,666.0,20.2,16.45,20.62,8.8
11.8123,0.0,18.1,0,0.718,6.824,76.5,1.794,24.0,666.0,20.2,48.45,22.74,8.4
11.0874,0.0,18.1,0,0.718,6.411,100.0,1.8589,24.0,666.0,20.2,318.75,15.02,16.7
7.02259,0.0,18.1,0,0.718,6.006,95.3,1.8746,24.0,666.0,20.2,319.98,15.7,14.2
12.0482,0.0,18.1,0,0.614,5.648,87.6,1.9512,24.0,666.0,20.2,291.55,14.1,20.8
7.05042,0.0,18.1,0,0.614,6.103,76.80000000000001,2.0218,24.0,666.0,20.2,2.52,23.29,13.4
8.79212,0.0,18.1,0,0.584,5.565,70.6,2.0635,24.0,666.0,20.2,3.65,17.16,11.7
15.8603,0.0,18.1,0,0.679,5.896,95.4,1.9096,24.0,666.0,20.2,7.68,24.39,8.3
0.253715,0.0,18.1,0,0.584,5.837,59.7,1.9976,24.0,666.0,20.2,24.65,15.69,10.2
37.6619,0.0,18.1,0,0.679,6.202,78.7,1.8629,24.0,666.0,20.2,18.82,14.52,10.9
7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24.0,666.0,20.2,96.73,21.52,11.0
9.33889,0.0,18.1,0,0.679,6.38,76.80000000000001,1.9682,24.0,666.0,20.2,60.72,24.08,9.5
0.253715,0.0,18.1,0,0.584,6.348,86.1,2.0527,24.0,666.0,20.2,83.45,17.64,14.5
10.0623,0.0,18.1,0,0.584,6.833,94.3,2.0882,24.0,666.0,20.2,81.33,19.69,14.1
6.44405,0.0,18.1,0,0.584,6.425,74.8,2.2004,24.0,666.0,20.2,97.95,12.03,16.1
5.58107,0.0,18.1,0,0.713,6.436,87.9,2.3158,24.0,666.0,20.2,100.19,16.22,14.3
13.9134,0.0,18.1,0,0.713,6.208,95.0,2.2222,24.0,666.0,20.2,100.63,15.17,11.7
11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24.0,666.0,20.2,109.85,23.27,13.4
14.4208,0.0,18.1,0,0.74,6.461,93.3,2.0026,24.0,666.0,20.2,27.49,18.05,9.6
15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24.0,666.0,20.2,9.32,26.45,8.7
13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24.0,666.0,20.2,68.95,34.02,8.4
9.39063,0.0,18.1,0,0.74,5.627,93.9,1.8172,24.0,666.0,20.2,396.9,22.88,12.8
22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24.0,666.0,20.2,391.45,11.43,10.5
9.72418,0.0,18.1,0,0.74,6.406,97.2,2.0651,24.0,666.0,20.2,385.96,11.43,17.1
5.66637,0.0,18.1,0,0.74,6.219,100.0,2.0048,24.0,666.0,20.2,395.69,16.59,18.4
9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24.0,666.0,20.2,386.73,18.85,15.4
12.8023,0.0,18.1,0,0.74,5.854,96.6,1.8956,24.0,666.0,20.2,240.52,23.79,10.8
10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24.0,666.0,20.2,43.06,23.98,11.8
6.28807,0.0,18.1,0,0.74,6.341,96.4,2.072,24.0,666.0,20.2,318.01,17.79,14.9
9.92485,0.0,18.1,0,0.74,6.251,96.6,2.198,24.0,666.0,20.2,388.52,16.44,12.6
9.32909,0.0,18.1,0,0.713,6.185,98.7,2.2616,24.0,666.0,20.2,396.9,18.13,14.1
7.52601,0.0,18.1,0,0.713,6.417,98.3,2.185,24.0,666.0,20.2,304.21,19.31,13.0
6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24.0,666.0,20.2,0.32,17.44,13.4
5.44114,0.0,18.1,0,0.713,6.655,76.80000000000001,2.3552,24.0,666.0,20.2,355.29,17.73,15.2
5.09017,0.0,18.1,0,0.713,6.297,91.8,2.3682,24.0,666.0,20.2,385.09,17.27,16.1
8.24809,0.0,9.69,0,0.713,7.393,99.3,2.4527,24.0,666.0,20.2,375.87,16.74,17.8
9.51363,0.0,18.1,0,0.713,6.728,94.1,2.4961,24.0,666.0,20.2,6.68,18.71,14.9
4.75237,0.0,18.1,0,0.713,6.525,86.5,2.4358,24.0,666.0,20.2,50.92,18.13,14.1
4.66883,0.0,18.1,0,0.713,5.976,87.9,2.5806,24.0,666.0,20.2,10.48,19.01,12.7
8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24.0,666.0,20.2,3.5,16.94,13.5
7.75223,0.0,9.69,0,0.713,6.301,83.7,2.7831,24.0,666.0,20.2,272.21,16.23,14.9
6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24.0,666.0,20.2,396.9,14.7,20.0
0.253715,0.0,18.1,0,0.713,6.701,90.0,2.5975,24.0,666.0,20.2,255.23,16.42,16.4
3.69311,0.0,18.1,0,0.713,6.376,88.4,2.5671,24.0,666.0,20.2,391.43,14.65,17.7
6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24.0,666.0,20.2,396.9,13.99,19.5
5.82115,0.0,18.1,0,0.713,6.513,89.9,2.8016,24.0,666.0,20.2,393.82,10.29,20.2
7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24.0,666.0,20.2,396.9,13.22,21.4
0.253715,0.0,18.1,0,0.655,5.759,48.2,3.0665,24.0,666.0,20.2,334.4,14.13,19.9
3.77498,0.0,9.69,0,0.655,5.952,84.7,2.8715,24.0,666.0,20.2,22.01,17.15,19.0
4.42228,0.0,18.1,0,0.584,6.003,94.5,2.5403,24.0,666.0,20.2,331.29,21.32,19.1
15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24.0,666.0,20.2,368.74,18.13,19.1
13.0751,0.0,18.1,0,0.58,5.713,56.7,2.8237,24.0,666.0,20.2,396.9,14.76,20.1
4.34879,0.0,18.1,0,0.58,6.167,84.0,3.0334,24.0,666.0,20.2,396.9,16.29,19.9
4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24.0,666.0,20.2,395.33,12.87,19.6
3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24.0,666.0,20.2,393.37,14.36,23.2
4.64689,0.0,18.1,0,0.614,6.98,67.6,2.5329,24.0,666.0,20.2,374.68,11.43,29.8
8.05579,0.0,18.1,0,0.584,5.427,95.4,2.4298,24.0,666.0,20.2,352.58,18.14,13.8
6.39312,0.0,18.1,0,0.584,6.162,97.4,2.206,24.0,666.0,20.2,302.76,24.1,13.3
4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24.0,666.0,20.2,396.21,18.68,16.7
15.0234,0.0,18.1,0,0.614,5.304,97.3,2.1007,24.0,666.0,20.2,349.48,24.91,12.0
10.233,0.0,18.1,0,0.614,6.185,96.7,2.1705,24.0,666.0,20.2,379.7,18.03,14.6
14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24.0,666.0,20.2,383.32,13.11,21.4
5.82401,0.0,18.1,0,0.532,6.242,64.7,3.4242,24.0,666.0,20.2,396.9,10.74,23.0
5.70818,0.0,18.1,0,0.532,6.75,74.9,3.3317,24.0,666.0,20.2,393.07,7.74,23.7
5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24.0,666.0,20.2,395.28,7.01,25.0
2.81838,0.0,18.1,0,0.532,5.762,40.3,4.0983,24.0,666.0,20.2,392.92,10.42,21.8
2.37857,0.0,18.1,0,0.583,5.871,41.9,3.724,24.0,666.0,20.2,370.73,13.34,20.6
3.67367,0.0,18.1,0,0.583,6.312,51.9,3.9917,24.0,666.0,20.2,388.62,10.58,21.2
5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24.0,666.0,20.2,392.68,14.98,19.1
4.83567,0.0,18.1,0,0.583,5.905,53.2,3.1523,24.0,666.0,20.2,388.22,11.45,20.6
0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4.0,711.0,20.1,395.09,18.06,15.2
0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4.0,711.0,20.1,344.05,23.97,7.0
0.20746,0.0,27.74,0,0.609,5.093,98.0,1.8226,4.0,711.0,20.1,318.43,29.68,8.1
0.10574,0.0,27.74,0,0.609,5.983,98.8,1.8681,4.0,711.0,20.1,390.11,18.07,13.6
0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4.0,711.0,20.1,396.9,13.35,20.1
0.17331,0.0,9.69,0,0.585,5.707,54.0,2.3817,6.0,391.0,19.2,396.9,12.01,21.8
0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6.0,391.0,19.2,396.9,13.59,24.5
